Player,Player_cleaned,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,player_name,height_in_cm,mean_market_value_per_player,player_name_cleaned
Marcos Mauro López Gutiérrez,Marcos Mauro Lopez Gutierrez,ARG,DF,Cádiz,La Liga,31,1991,3,1,136,1.5,0,0,0,0,0,0,0,0,0,0,47.6,186.7,50,0.67,2,33.3,3.33,4.67,71.4,2.67,6,44.4,0,0,0,0,0,0.67,14,12.7,1.33,1.33,0,0,0,0,0,0,0,0,6.67,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0,0.67,0,0,1.33,0,1.33,1.33,0.67,0.67,2.67,3.33,8.67,0,28,8.67,16,11.3,0.67,0.67,26.7,5.33,9.33,0.67,0,0,0,0,0,5.33,0,0.67,0,0,0.67,0.67,0,0,0,0,5.33,4,0.67,85.7,Marcos Mauro,188,800000,Marcos Mauro
Hwang Hee-chan,Hwang Hee-chan,KOR,FW,RB Leipzig,Bundesliga,26,1996,2,0,49,0.5,0,2,0,0,0,0,8.1,0,0,0,75,188,0,8,8,100,4,4,100,0,2,0,0,0,0,0,0,0,16,16,0,0,0,0,2,0,0,0,0,0,12,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0,34,0,2,16,18,4,34,26,104,60,6,2,2,4,4,26,6,0,0,0,0,4,0,0,0,0,6,2,4,33.3,Hee-chan Hwang,177,16000000,Hee-chan Hwang
Hwang Hee-chan,Hwang Hee-chan,KOR,FWMF,Wolves,Premier League,26,1996,30,20,1816,20.2,0.25,1.44,0.59,41.4,0.17,0.42,15.1,0,0,0,81.3,415,72.5,13.6,16,84.8,8.81,10.3,85.6,2.28,3.12,73,0.05,0.79,1.34,0.69,0,2.03,31,30.5,0.5,0.05,0.1,0.45,0.5,0.1,0,0,0,0.1,25.2,0.1,0.99,1.68,1.14,0,0.15,0.15,0.15,0.1,0.15,0.05,0,0.05,0,0,0.05,1.39,0.69,0.45,0.84,0.1,0.64,1.78,36.1,1.14,0.69,0,0.69,1.24,2.62,0.4,0.05,43.1,0.69,6.53,22.7,17.7,3.56,42.6,31.9,203.2,109.6,5.2,1.88,1.04,2.72,1.78,33,6.34,0.1,0,0,1.58,2.18,0.15,0,0,0,5.15,0.5,1.58,23.8,Hee-chan Hwang,177,16000000,Hee-chan Hwang
Henrique,Henrique,BRA,DF,Lyon,Ligue 1,28,1994,18,12,1105,12.3,0,0.41,0,0,0,0,14.9,0,0,0,86.7,875,265.4,31.1,33.8,92.1,21.5,24.6,87.5,3.01,5.04,59.7,0.08,0.81,1.79,0.73,0.33,3.01,65.9,56.3,9.59,0.65,0,0.16,1.54,0.08,0,0,0,8.86,57.1,0.24,1.06,1.38,1.3,0,0,0,0.08,0,0.16,0.16,0,0,0,0,0,1.71,0.89,1.22,0.33,0.16,0.41,1.3,31.3,0.89,1.95,0.16,1.79,1.54,3.25,1.54,0,75.4,1.71,20.4,41.4,18.9,1.71,66.1,48.6,224.2,134.1,5.53,2.03,0.41,0.57,1.14,49,1.79,0.24,0,0,1.3,1.3,0,0,0,0,8.78,2.03,0.98,67.6,Henrique Silva,173,1500000,Henrique Silva
Dalbert Henrique,Dalbert Henrique,BRA,DFMF,Cagliari,Serie A,28,1993,28,27,2081,23.1,0,0.43,0.04,10,0,0,16.7,0,0,0,71.3,529.3,195.6,9.57,11.7,81.5,11.6,15.1,76.5,4.5,8.18,55,0.09,1.26,1.65,0.87,0.48,2.55,36.7,28.1,8.53,0.69,0.04,1.39,2.21,0.56,0.13,0.17,0,7.27,26.1,0.09,1.56,2.16,1.47,0.52,0.04,0.04,0.04,0.04,0.17,0.09,0.04,0,0.04,0,0,2.25,1.21,1.21,0.78,0.26,0.26,1.26,20.7,1,2.12,0.3,1.82,1.43,3.68,1.3,0,47.7,2.34,11.3,22.5,16.3,1.21,39.3,24,108.7,62.8,3.29,0.95,0.13,1.34,1.13,23.5,2.86,0.39,0,0,1.9,1.26,0.17,0,0.09,0,7.01,1.65,1.86,46.9,Dalbert,181,2500000,Dalbert
Son Heung-min,Son Heung-min,KOR,FWMF,Tottenham,Premier League,29,1992,35,35,3006,33.4,0.69,2.57,1.41,54.7,0.27,0.49,15.4,0.06,0,0,76.3,434.5,105.7,15.9,17.6,90.1,8.92,10.8,82.8,2.31,6.14,37.6,0.21,2.13,1.05,1.35,0.12,2.28,36.6,30.3,6.35,1.23,0.09,1.11,1.95,4.7,1.77,1.74,0.12,0.18,27.9,0.12,1.23,3.86,2.25,1.05,0.12,0.24,0.18,0.03,0.45,0.24,0.12,0,0,0.09,0,0.57,0.36,0.21,0.27,0.09,0.15,0.78,19.2,0.63,0.96,0.24,0.72,0.87,1.44,0.33,0,47.2,0.42,4.82,18.7,27.2,5,41,32.4,198.6,110.2,5.54,1.98,1.59,1.77,1.98,32.7,7.66,0.06,0,0,0.51,1.38,0.48,0.06,0,0,5.03,0.45,1.44,23.8,Heung-min Son,184,75000000,Heung-min Son
Suk Hyun-jun,Suk Hyun-jun,KOR,FWMF,Troyes,Ligue 1,30,1991,9,0,153,1.7,0,4.71,1.18,25,0,0,12.9,0,0,0,78,252.9,71.8,10.6,14.1,75,5.29,5.88,90,0.59,0.59,100,0,1.18,2.35,1.18,0.59,1.76,24.1,22.4,1.76,0,0,0,0.59,0,0,0,0,0,18.8,0,1.18,3.53,2.35,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,1.18,0,0,1.18,0,41.2,1.18,1.76,20.6,22.4,7.65,39.4,27.6,152.9,78.8,4.12,1.76,1.18,2.94,4.12,31.2,5.88,0,0,0,4.12,2.35,0,0,0,0,4.71,5.88,4.12,58.8,Hyun-jun Suk,190,1000000,Hyun-jun Suk
Pierre Højbjerg,Pierre Hojbjerg,DEN,MF,Tottenham,Premier League,26,1995,36,36,3196,35.5,0.06,0.87,0.28,32.3,0.06,0.2,21.9,0.03,0,0,89.4,1208.5,310.3,24.9,26.9,92.6,28.5,30.8,92.2,8.34,10.8,77.1,0.06,0.85,6.39,0.99,0.11,5.72,70,67.5,2.48,2,0.2,2.37,0.59,0.06,0,0,0,0.31,62.6,0.17,0.51,2.28,1.89,0.08,0.14,0.03,0.06,0.08,0.14,0.14,0,0,0,0,0,2.37,1.38,0.79,1.27,0.31,0.82,2.25,36.3,1.44,2.06,0.37,1.69,1.97,4.34,1.72,0,80.1,3.46,21.1,50.1,13.5,0.96,77.9,56.5,249.1,125.4,4.06,1.1,0.2,0.68,0.76,58.3,1.44,0.08,0,0,1.24,1.32,0,0,0,0,10.6,0.99,0.56,63.6,Pierre-Emile Højbjerg,185,41000000,Pierre-Emile Hojbjerg
Robert Ibáñez,Robert Ibanez,ESP,MF,Osasuna,La Liga,29,1993,4,1,93,1,0,3,0,0,0,0,17.2,0,0,0,82.9,515,195,17,20,85,10,12,83.3,2,2,100,0,2,2,3,0,7,41,40,1,0,0,1,1,0,0,0,0,1,34,0,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,2,4,0,0,68,0,10,23,37,7,67,47,207,115,5,0,1,6,3,45,6,0,0,0,1,5,1,0,0,0,11,0,4,0,Rober Ibáñez,175,500000,Rober Ibanez
Iglesias,Iglesias,ESP,DF,Getafe,La Liga,23,1998,20,7,719,8,0,0.63,0,0,0,0,34.9,0,0,0,52,532.6,285.9,7.13,9.13,78.1,7.88,13.8,57.3,6.88,17.5,39.3,0.13,1,1.75,1,0.5,2.75,42.8,30,12.8,0.88,0,2.5,3.38,0.5,0.25,0.25,0,11.4,22.3,0.13,2.38,2,1.25,0.25,0.13,0,0.38,0,0.13,0.13,0,0,0,0,0,2.63,1.88,1.5,1.13,0,0.63,2.25,27.8,1.63,2.63,0.25,2.38,2.25,4.88,2.75,0,55.5,2.88,17.4,28,13.8,0.25,43.4,25,130.8,64.8,3.13,1.25,0,1.13,0.63,22.1,1.13,0.13,0,0,2.5,2.38,0.13,0,0,0,9.63,1.38,2.5,35.5,Juan Iglesias,187,2000000,Juan Iglesias
Juan Ignacio Ramírez,Juan Ignacio Ramirez,URU,FW,Saint-Étienne,Ligue 1,25,1997,5,1,126,1.4,0,1.43,0,0,0,0,10.6,0,0,0,69.2,105.7,46.4,2.86,3.57,80,1.43,2.86,50,1.43,2.14,66.7,0,0,0.71,0,0,1.43,9.29,7.86,1.43,0,0,0,0,0,0,0,0,0,6.43,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1.43,0,1.43,0.71,1.43,1.43,100,0,0,0,0,0.71,2.86,0,0,14.3,0,0.71,6.43,7.14,3.57,12.9,7.14,12.1,5,0,0,0,0.71,2.14,6.43,4.29,0,0,0,0.71,0,0,0,0,0,3.57,1.43,3.57,28.6,Ignacio Ramírez,180,1500000,Ignacio Ramirez
Danylo Ihnatenko,Danylo Ihnatenko,UKR,MF,Bordeaux,Ligue 1,25,1997,11,7,692,7.7,0,1.56,0.13,8.3,0,0,27.7,0.13,0,0,82.8,833.9,175.2,14.5,17,85.5,16.2,20,81.2,8.44,10,84.4,0.39,1.82,4.55,1.04,0.13,4.16,48.4,46.9,1.56,0.91,0.13,1.82,0.65,0.26,0,0.13,0,0.26,40.1,0.13,0.52,3.12,2.34,0.39,0.13,0.26,0,0,0.52,0.26,0.13,0,0.13,0,0,2.6,1.17,1.3,0.91,0.39,0.78,2.08,37.5,1.3,1.43,0.26,1.17,1.56,4.16,2.34,0,59.6,2.86,12.5,37.4,13.2,0.65,58.2,33.9,190.1,101.7,4.29,1.43,0.13,1.3,0.91,39,1.82,0.39,0.13,0,2.08,0.91,0,0,0,0,9.74,2.34,0.78,75,Danylo Ignatenko,190,1500000,Danylo Ignatenko
Burak Ýnce,Burak Ynce,TUR,FW,Arminia,Bundesliga,18,2004,5,1,139,1.5,0,2.67,1.33,50,0,0,19.5,0,0,0,90,272,57.3,10.7,10.7,100,6.67,7.33,90.9,0.67,2,33.3,0,0.67,0.67,0,0,0,20,16.7,3.33,0.67,0,0.67,0,0,0,0,0,1.33,18,0,0.67,2.67,2,0,0,0,0.67,0,0,0,0,0,0,0,0,0.67,0,0.67,0,0,0,0.67,0,0.67,0,0,0,0,0.67,1.33,0,30.7,2,3.33,10.7,19.3,2.67,27.3,21.3,107.3,36.7,2.67,0.67,0,2.67,2,20,6.67,0,0,0,1.33,2.67,0.67,0,0,0,4.67,1.33,2.67,33.3,Burak Ince,181,1250000,Burak Ince
Gian-Luca Itter,Gian-Luca Itter,GER,DF,Greuther Fürth,Bundesliga,23,1999,24,16,1455,16.2,0,0.31,0.06,20,0,0,20.1,0,0,0,73.6,727.3,305.6,13.3,15.5,85.7,18.7,23.2,80.6,4.75,10.4,45.6,0.06,0.62,2.53,0.68,0.43,3.58,50.1,40.4,9.75,1.36,0,1.17,2.22,0.99,0.86,0.12,0,7.41,36.9,0.31,1.11,1.17,0.74,0.31,0.12,0,0,0,0.06,0,0.06,0,0,0,0,3.09,1.36,1.98,0.93,0.19,0.99,2.22,44.4,1.23,2.47,0.62,1.85,2.16,5.25,2.53,0.12,61.4,4.69,24.2,26.6,13.5,0.43,51.8,30.9,154.6,99.2,3.46,1.3,0.19,0.43,0.8,32.9,1.11,0.19,0,0,1.11,0.37,0,0,0,0,7.47,1.11,1.6,40.9,Luca Itter,183,1500000,Luca Itter
Lee Jae-sung,Lee Jae-sung,KOR,MFFW,Mainz 05,Bundesliga,29,1992,27,19,1436,16,0.25,1.63,0.63,38.5,0.15,0.4,15.9,0,0,0,74,470.6,133.9,16.8,20.4,82.3,9.44,12.3,76.6,2.75,5,55,0.19,1.38,2.13,1.38,0.31,3.44,40.9,39.8,1.06,0.31,0.06,0.88,0.94,0.25,0.25,0,0,0.38,30.3,0.31,1.38,3.13,2.69,0.06,0.06,0.25,0.06,0,0.31,0.31,0,0,0,0,0,2.5,1.31,0.56,1.25,0.69,0.81,2,40.6,1.19,1.88,0.13,1.75,1.56,4.06,0.81,0,55.1,1.38,8.38,29.1,20.6,2.94,54.2,32.1,137.1,66.4,3,1.56,0.31,2.69,2.06,35.7,6.63,0.19,0,0,1.44,0.88,0.13,0,0,0,9.94,2.5,2.81,47.1,Jae-sung Lee,180,3000000,Jae-sung Lee
Abdel Jalil Medioub,Abdel Jalil Medioub,ALG,DF,Bordeaux,Ligue 1,24,1997,10,6,622,6.9,0,0.43,0,0,0,0,22.1,0,0,0,81.7,722.8,247.1,9.71,11.4,84.8,17.7,19.4,91,5.94,9.71,61.2,0,0,1.16,0,0,1.59,41.2,40.3,0.87,0.72,0.14,1.16,0,0,0,0,0,0.14,33.6,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,1.16,1.01,1.16,0,0.72,1.01,71.4,0.29,1.45,0.72,0.72,2.46,4.64,4.49,0,52.2,7.83,36.1,17.5,0.72,0.43,51.4,30.1,111.4,69.1,1.3,0.14,0,0.58,0.14,31.7,0,0,0,0,0.58,0.14,0,0,0,0,8.12,1.74,0.58,75,Abdel Medioub,197,600000,Abdel Medioub
Luis Javier Suárez,Luis Javier Suarez,COL,FW,Granada,La Liga,24,1997,36,33,2782,30.9,0.26,2.78,0.87,31.4,0.09,0.3,16.7,0.03,0,0.03,66.2,239.9,46.8,7.67,10.1,76.2,5.21,7.67,67.9,1.26,2.82,44.8,0.13,0.84,0.84,0.78,0.29,1.46,21.9,20.8,1.1,0.03,0.03,0.84,1.62,0,0,0,0,0.19,14.5,0.06,1.04,2.07,1.39,0,0.23,0.19,0.16,0.1,0.23,0.16,0,0,0,0.03,0.03,0.84,0.58,0.16,0.32,0.36,0.19,0.78,25,0.58,0.97,0.1,0.87,0.45,1.29,0.71,0,34.9,0.91,2.94,16.7,18,4.11,33.8,23.7,129.4,76.2,4.4,1.2,0.94,3.46,1.49,25.8,6.96,0.19,0,0,1.46,1.29,0.16,0,0,0,4.14,2.01,4.6,30.4,Luis Suárez,180,9000000,Luis Suarez
Jofre,Jofre,ESP,MFDF,Espanyol,La Liga,20,2001,3,0,20,0.2,0,0,0,0,0,0,0,0,0,0,75,655,260,15,15,100,5,10,50,10,15,66.7,5,10,0,10,10,0,40,40,0,0,0,10,15,0,0,0,0,0,30,0,0,20,15,0,0,0,5,0,10,5,0,0,0,5,0,5,5,0,0,5,5,5,100,0,0,0,0,0,5,0,0,65,0,0,20,55,15,65,50,585,410,30,10,5,5,0,55,25,0,0,0,0,20,0,5,0,0,0,5,0,100,Jofre Carreras,175,100000,Jofre Carreras
Miguel Juan Llambrich,Miguel Juan Llambrich,ESP,DF,Espanyol,La Liga,26,1996,2,1,70,0.8,0,0,0,0,0,0,0,0,0,0,73.5,648.8,167.5,25,31.3,80,20,26.3,76.2,0,2.5,0,0,0,1.25,0,0,1.25,61.3,50,11.3,1.25,0,1.25,0,0,0,0,0,10,45,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,2.5,2.5,1.25,0,1.25,1.25,100,0,3.75,0,3.75,2.5,6.25,1.25,0,75,5,33.8,31.3,15,0,65,43.8,193.8,86.3,6.25,5,0,1.25,0,43.8,2.5,0,0,0,0,1.25,0,0,0,0,8.75,0,3.75,0,Miguel Llambrich,170,800000,Miguel Llambrich
Flavio Junior Bianchi,Flavio Junior Bianchi,ITA,FWMF,Genoa,Serie A,22,2000,7,4,314,3.5,0.29,3.14,0.86,27.3,0.09,0.33,18.9,0,0,0,83.3,242.6,32.9,12.3,14.6,84.3,4.86,6.29,77.3,0.57,0.57,100,0,0.86,0.29,0.29,0,1.14,22.3,21.7,0.57,0,0,0.29,0.29,0.29,0,0.29,0,0,18.6,0.29,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0.86,0.29,0.57,0.29,0,0.57,0,0.57,0.29,0,0.29,0.86,2,0,0,36.6,0,3.43,23.1,12.6,3.43,36,22.6,98,32.3,2.29,0.86,0.57,2.57,3.14,25.4,6.57,0,0,0,1.71,1.43,0,0,0,0,5.43,0.57,2,22.2,Luis Suárez,180,9000000,Luis Suarez
Jutglà,Jutgla,ESP,FW,Barcelona,La Liga,23,1999,6,4,301,3.3,0.3,3.03,1.21,40,0.1,0.25,16.6,0,0,0,81,446.1,57.9,18.5,20.3,91,7.27,9.39,77.4,3.03,3.64,83.3,0,0.91,1.21,1.52,0.61,1.52,36.7,34.2,2.42,0.3,0,0.3,1.21,0,0,0,0,0.61,29.7,0.3,2.12,2.73,1.52,0,0.61,0.3,0.3,0,0.3,0.3,0,0,0,0,0,0.91,0.61,0,0.3,0.61,0.3,0.91,33.3,0.61,0.91,0.3,0.61,0.61,1.52,0.3,0,47.3,0,3.03,21.2,25.2,4.85,45.2,31.8,164.2,74.8,4.24,0.61,2.12,1.82,1.52,39.4,8.79,0.3,0,0,1.52,2.73,0.3,0,0,0,3.03,1.21,0.91,57.1,Ferran Jutglà,175,5000000,Ferran Jutgla
Felix Kalu Nmecha,Felix Kalu Nmecha,GER,MFFW,Wolfsburg,Bundesliga,21,2000,16,1,323,3.6,0,2.5,1.39,55.6,0,0,19.9,0,0,0,73.6,463.9,113.3,15.3,18.3,83.3,10.6,13.9,76,2.22,3.89,57.1,0,0.28,2.22,1.39,0,3.33,38.9,37.5,1.39,0.28,0,0.56,0.83,0,0,0,0,0.83,28.6,0.28,1.67,2.5,1.11,0,0,0.56,0.83,0,0.28,0,0,0,0.28,0,0,0.56,0.56,0.28,0.28,0,0.28,0.83,33.3,0.56,0.28,0,0.28,2.22,2.78,1.67,0,55.6,1.39,7.78,31.7,21.1,2.78,54.2,38.9,207.5,133.9,6.67,2.5,0.83,2.5,1.94,42.5,5.56,0.56,0,0,1.94,3.61,0,0,0,0,5.28,3.33,2.78,54.5,Felix Nmecha,190,2000000,Felix Nmecha
Lee Kangin,Lee Kangin,KOR,MFFW,Mallorca,La Liga,21,2001,30,15,1411,15.7,0.06,2.23,0.83,37.1,0.03,0.08,24.7,0.45,0,0,72.1,431.7,117.6,15.7,17.5,89.8,7.13,9.62,74.2,2.8,7.64,36.7,0.13,1.46,1.72,0.83,0.13,2.55,37.5,31.3,6.11,2.04,0.06,2.36,1.59,3.25,1.15,1.15,0.13,0.19,27,0.51,1.4,3.06,1.78,0.7,0.25,0.13,0.19,0,0.19,0.06,0.06,0.06,0,0,0,0.76,0.45,0.25,0.38,0.13,0.38,1.66,23.1,1.27,0.96,0.06,0.89,0.83,1.59,0.38,0,51,0.64,6.24,25.8,22,1.78,45,37.3,158.2,69.4,3.76,1.15,0.32,2.23,2.74,34.9,3.18,0.25,0.06,0.06,1.72,2.68,0.06,0,0,0.06,5.86,0.83,2.87,22.4,Kang-in Lee,173,7500000,Kang-in Lee
Silas Katompa,Silas Katompa,COD,MFFW,Stuttgart,Bundesliga,23,1998,9,3,277,3.1,0,0.65,0,0,0,0,12.2,0,0,0,63.5,208.4,32.9,7.74,10.3,75,3.55,5.48,64.7,1.29,3.23,40,0,0,0.32,0.32,0.32,0.65,20.3,19.7,0.65,0,0,0.97,1.94,0,0,0,0,0.65,12.9,0,1.29,0.65,0.32,0,0,0,0.32,0,0.32,0,0,0,0,0.32,0,1.29,0.65,1.29,0,0,0.65,1.94,33.3,1.29,1.61,0,1.61,0.97,2.26,0,0.32,41.3,0.97,9.03,18.4,17.7,2.58,40.6,32.9,118.4,56.8,3.23,0.65,0.32,4.52,5.16,26.5,6.45,0,0,0,1.29,2.58,0.97,0,0,0,8.06,0.32,0.97,25,Silas,189,15000000,Silas
Marc-Oliver Kempf,Marc-Oliver Kempf,GER,DF,Hertha BSC,Bundesliga,27,1995,12,12,1051,11.7,0,0.68,0.09,12.5,0,0,9.2,0,0,0,72.5,551.7,224.7,10.8,12.5,86.3,11.5,13.8,82.7,4.36,9.49,45.9,0.09,0.34,2.74,0.26,0,2.74,37.3,34.5,2.74,2.74,0.09,1.54,0.34,0,0,0,0,0,27,0.17,0.68,0.94,0.77,0.09,0,0.09,0,0,0.17,0.17,0,0,0,0,0,1.54,1.28,1.28,0.09,0.17,0.51,1.2,42.9,0.68,1.79,0.6,1.2,3.16,4.7,4.1,0.09,48.3,6.58,26.4,22.1,2.91,1.28,45.8,24.7,137.8,64.7,1.28,0.26,0,0.34,0.34,24.1,0.17,0.09,0.09,0,1.2,1.11,0,0,0.09,0,9.66,3.93,2.14,64.8,Marc Oliver Kempf,186,4500000,Marc Oliver Kempf
Marc-Oliver Kempf,Marc-Oliver Kempf,GER,DF,Stuttgart,Bundesliga,27,1995,12,10,840,9.3,0.32,1.4,0.65,46.2,0.23,0.5,12.7,0,0,0,82.7,1035.5,396.5,17.5,19.4,90.6,25.6,28.9,88.5,7.85,12.5,62.9,0,0.54,5.05,0.32,0,4.19,62.2,59.2,2.9,2.15,0.11,1.61,0.22,0,0,0,0,0.65,51.4,0.11,0.97,1.4,1.29,0,0,0,0.11,0,0,0,0,0,0,0,0,2.47,1.51,1.4,0.86,0.22,1.08,2.15,50,1.08,2.37,1.61,0.75,1.94,4.41,4.41,0.11,75.2,9.89,30,41.2,7.53,1.83,72.3,44.4,224.7,125.4,3.98,1.29,0.11,0.86,0.32,46.3,0.43,0.22,0,0,1.51,0.86,0,0,0.11,0,13.1,4.09,2.26,64.4,Marc Oliver Kempf,186,4500000,Marc Oliver Kempf
Kike,Kike,ESP,FW,Osasuna,La Liga,32,1989,33,18,1862,20.7,0.24,2.46,0.92,37.3,0.08,0.21,14.9,0,0.05,0.05,67.9,267.5,51.7,9.9,13.3,74.5,4.64,6.96,66.7,1.59,2.8,56.9,0.05,0.97,1.45,0.82,0.19,1.64,25,24.3,0.72,0,0,0.63,1.06,0,0,0,0,0,17,0.1,1.06,2.37,1.74,0,0.1,0.24,0.19,0.1,0.19,0.14,0,0,0.05,0,0,0.82,0.58,0.24,0.19,0.39,0.19,0.97,20,0.77,0.68,0.14,0.53,0.48,1.3,0.63,0,38.6,0.63,3,18.9,19.4,5.85,37.9,24.8,120.6,41.8,2.51,0.87,0.63,3.38,2.51,29.3,7.63,0.1,0,0,1.21,1.93,0.43,0.05,0,0,4.59,3.96,6.28,38.7,Kike García,186,1800000,Kike Garcia
Philippe Koffi,Philippe Koffi,FRA,FW,Reims,Ligue 1,20,2002,10,3,375,4.2,0.24,2.14,0.48,22.2,0.11,0.5,14.3,0,0,0,63.8,165.2,19.5,7.62,10,76.2,2.14,4.52,47.4,0.95,1.67,57.1,0,0.95,0.24,0.48,0,0.48,19,17.9,1.19,0,0,0,0.95,0,0,0,0,0,12.1,0,1.43,3.1,1.67,0,0.24,0.48,0.71,0,0.24,0,0,0,0.24,0,0,1.19,0.48,0,1.19,0,0,0.71,0,0.71,0.95,0.24,0.71,0.71,1.9,0.71,0,35,0.95,2.86,15.7,18.6,5.48,33.8,24,105.2,59.8,2.86,0.71,0.95,4.29,1.67,24.8,9.05,0.24,0,0,1.9,3.57,1.67,0,0,0,4.05,1.9,3.1,38.1,N'Dri Koffi,187,1200000,N'Dri Koffi
Kouadio Koné,Kouadio Kone,FRA,MF,M'Gladbach,Bundesliga,21,2001,27,26,2183,24.3,0.08,1.19,0.41,34.5,0.07,0.2,21.8,0.04,0,0,88,726.7,236.3,20.9,22.7,92,17.8,19.6,90.8,3.5,4.86,72,0,0.45,3.54,0.45,0.08,4.53,49,47.4,1.52,1.44,0.04,0.82,0.08,0,0,0,0,0.04,43.1,0,0.82,1.6,1.28,0,0.12,0,0.12,0.08,0.08,0.04,0,0,0,0.04,0,2.8,1.85,1.15,1.48,0.16,0.82,1.73,47.6,0.91,1.48,0.29,1.19,2.76,5.56,0.86,0,64.8,1.89,16.8,41.2,11.1,1.19,63.8,47.2,218,128.2,4.69,0.91,0.37,1.85,2.76,44,1.6,0.41,0,0,1.69,2.92,0.04,0.04,0,0,10,1.23,0.99,55.6,Manu Koné,185,21500000,Manu Kone
Odilon Kossonou,Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,21,2001,27,20,1793,19.9,0,0.2,0.05,25,0,0,13.6,0,0,0,84.3,1050.5,352.6,15.2,16.5,91.8,24.4,26.8,90.8,9.25,13.4,68.9,0.05,0.2,2.31,0.2,0.05,2.16,58.3,53.1,5.18,0.95,0.1,1.61,0.25,0,0,0,0,4.22,49.1,0.15,0.95,0.45,0.45,0,0,0,0,0,0.05,0.05,0,0,0,0,0,1.66,1.11,1.01,0.55,0.1,0.7,1.21,58.3,0.5,2.71,0.85,1.86,2.11,3.77,3.17,0,68.4,7.54,36.5,32.3,4.67,0.45,63.4,43.8,236.1,121.1,2.16,0.45,0,0.45,0.7,43.7,0.1,0.15,0,0,0.95,0.5,0,0,0.05,0,8.54,1.71,1.51,53.1,Odilon Kossounou,191,20000000,Odilon Kossounou
Nianzou Kouassi,Nianzou Kouassi,FRA,DF,Bayern Munich,Bundesliga,19,2002,17,6,582,6.5,0.15,1.08,0.15,14.3,0.14,1,10.5,0,0,0,92.4,1450.6,439.7,25.8,27.7,93.3,41.1,43.4,94.7,7.23,8.92,81,0.15,0.62,6.46,0.46,0,6.15,81.1,80.2,0.92,0.62,0,0.92,0.15,0,0,0,0,0.31,74.9,0,0.31,1.38,0.92,0,0,0.31,0,0.15,0.31,0.31,0,0,0,0,0,1.69,0.92,0.77,0.62,0.31,1.08,2,53.8,0.92,1.54,0.31,1.23,1.85,3.54,2.92,0,91.7,5.54,29.4,61.5,7.08,1.23,90.9,67.2,320.9,184.6,5.69,0.62,0,0.31,0.62,71.8,0,0.62,0,0,2,1.23,0,0,0,0,9.69,3.54,2,63.9,Tanguy Nianzou,191,9000000,Tanguy Nianzou
Boubakar Kouyaté,Boubakar Kouyate,MLI,DF,Metz,Ligue 1,25,1997,30,30,2665,29.6,0.03,0.74,0.17,22.7,0.05,0.2,14.1,0,0,0,83.8,712.9,193.9,6.99,8.11,86.3,18.3,20.2,90.3,5.91,8.31,71.1,0,0.1,1.01,0.03,0,1.42,37.7,36.7,1.05,0.91,0.03,1.08,0,0,0,0,0,0.14,31.6,0.1,0.54,0.41,0.24,0,0.03,0.1,0,0.03,0,0,0,0,0,0,0,3.31,1.62,2.16,1.11,0.03,1.42,2.7,52.5,1.28,2.74,1.25,1.49,3.34,6.66,7.97,0.03,56.2,10.7,36.1,21,1.79,1.01,55.3,27.5,161.7,72.4,1.45,0.1,0,0.34,0.14,27.6,0.03,0.27,0.03,0,1.39,1.08,0.24,0,0.03,0,8.65,3.65,1.52,70.6,Kiki Kouyaté,192,5000000,Kiki Kouyate
